name,id,branch,tank,tank_name,Camera Position,predict
B02459_tank1_4.jpg,520003758800,ปตท.บ่อฝ้าย (RSU),ถังน้ำดื่ม,NO.1 ถังน้ำดื่ม ,+,ถูกต้อง
B02459_tank1_5.jpg,520003758800,ปตท.บ่อฝ้าย (RSU),ถังน้ำดื่ม,NO.1 ถังน้ำดื่ม ,+,ถูกต้อง
B02459_tank2_7.jpg,520003758800,ปตท.บ่อฝ้าย (RSU),ถังน้ำใช้,NO.1 ถังน้ำใช้ ,+,ถูกต้อง
B02459_tank2_8.jpg,520003758800,ปตท.บ่อฝ้าย (RSU),ถังน้ำใช้,NO.1 ถังน้ำใช้ ,+,ถูกต้อง
B05157_tank1_10.jpg,520003758898,ชุมชนบ้านตลาดใหม่ (RSU),ถังน้ำดื่ม,NO.1 ถังน้ำดื่ม ,+,ถูกต้อง
B05157_tank1_11.jpg,520003758898,ชุมชนบ้านตลาดใหม่ (RSU),ถังน้ำดื่ม,NO.1 ถังน้ำดื่ม ,+,ถูกต้อง
B05157_tank1_12.jpg,520003758898,ชุมชนบ้านตลาดใหม่ (RSU),ถังน้ำดื่ม,NO.1 ถังน้ำดื่ม ,+,ถูกต้อง
B05157_tank1_13.jpg,520003758898,ชุมชนบ้านตลาดใหม่ (RSU),ถังน้ำดื่ม,NO.1 ถังน้ำดื่ม ,+,ถูกต้อง
B05157_tank1_14.jpg,520003758898,ชุมชนบ้านตลาดใหม่ (RSU),ถังน้ำดื่ม,NO.1 ถังน้ำดื่ม ,+,ถูกต้อง
B05157_tank2_18.jpg,520003758898,ชุมชนบ้านตลาดใหม่ (RSU),ถังน้ำใช้,NO.1 ถังน้ำใช้ ,+,ถูกต้อง
B05157_tank2_19.jpg,520003758898,ชุมชนบ้านตลาดใหม่ (RSU),ถังน้ำใช้,NO.1 ถังน้ำใช้ ,+,ถูกต้อง
B05157_tank2_20.jpg,520003758898,ชุมชนบ้านตลาดใหม่ (RSU),ถังน้ำใช้,NO.1 ถังน้ำใช้ ,+,ถูกต้อง
B05157_tank2_21.jpg,520003758898,ชุมชนบ้านตลาดใหม่ (RSU),ถังน้ำใช้,NO.1 ถังน้ำใช้ ,+,ถูกต้อง
B05157_tank2_22.jpg,520003758898,ชุมชนบ้านตลาดใหม่ (RSU),ถังน้ำใช้,NO.1 ถังน้ำใช้ ,+,ถูกต้อง
B05366_tank1_26.jpg,520003758910,ชุมชนบางนางรม (RSU),ถังน้ำดื่ม,NO.1 ถังน้ำดื่ม ,+,ถูกต้อง
B06370_tank1_30.jpg,520003758938,ชุมชนบ้านค่าย (RSU),ถังน้ำดื่ม,NO.1 ถังน้ำดื่ม ,+,ถูกต้อง
B14132_tank1_32.jpg,520003758942,แยกดอนตาเพชร (RSU),ถังน้ำดื่ม,NO.1 ถังน้ำดื่ม ,+,ถูกต้อง
B14132_tank1_33.jpg,520003758942,แยกดอนตาเพชร (RSU),ถังน้ำดื่ม,NO.1 ถังน้ำดื่ม ,+,ถูกต้อง
B14132_tank1_34.jpg,520003758942,แยกดอนตาเพชร (RSU),ถังน้ำดื่ม,NO.1 ถังน้ำดื่ม ,+,ถูกต้อง
B14132_tank1_35.jpg,520003758942,แยกดอนตาเพชร (RSU),ถังน้ำดื่ม,NO.1 ถังน้ำดื่ม ,+,ถูกต้อง
B14132_tank1_36.jpg,520003758942,แยกดอนตาเพชร (RSU),ถังน้ำดื่ม,NO.1 ถังน้ำดื่ม ,+,ถูกต้อง
B14132_tank2_40.jpg,520003758942,แยกดอนตาเพชร (RSU),ถังน้ำใช้,NO.1 ถังน้ำใช้ ,+,ถูกต้อง
B14132_tank2_41.jpg,520003758942,แยกดอนตาเพชร (RSU),ถังน้ำใช้,NO.1 ถังน้ำใช้ ,+,ถูกต้อง
B14132_tank2_42.jpg,520003758942,แยกดอนตาเพชร (RSU),ถังน้ำใช้,NO.1 ถังน้ำใช้ ,+,ถูกต้อง
B14132_tank2_43.jpg,520003758942,แยกดอนตาเพชร (RSU),ถังน้ำใช้,NO.1 ถังน้ำใช้ ,+,ถูกต้อง
B14132_tank2_44.jpg,520003758942,แยกดอนตาเพชร (RSU),ถังน้ำใช้,NO.1 ถังน้ำใช้ ,+,ถูกต้อง
B14132_tank2_50.jpg,520003758942,แยกดอนตาเพชร (RSU),ถังน้ำใช้,NO.2 ถังน้ำใช้ ,+,ถูกต้อง
B14132_tank2_51.jpg,520003758942,แยกดอนตาเพชร (RSU),ถังน้ำใช้,NO.2 ถังน้ำใช้ ,+,ถูกต้อง
B14132_tank2_52.jpg,520003758942,แยกดอนตาเพชร (RSU),ถังน้ำใช้,NO.2 ถังน้ำใช้ ,+,ถูกต้อง
B14132_tank2_53.jpg,520003758942,แยกดอนตาเพชร (RSU),ถังน้ำใช้,NO.2 ถังน้ำใช้ ,+,ถูกต้อง
B14132_tank2_54.jpg,520003758942,แยกดอนตาเพชร (RSU),ถังน้ำใช้,NO.2 ถังน้ำใช้ ,+,ถูกต้อง
B06615_tank1_58.jpg,520003758946,ตลาดเขต (RSU),ถังน้ำดื่ม,NO.1 ถังน้ำดื่ม ,+,ถูกต้อง
B06615_tank1_59.jpg,520003758946,ตลาดเขต (RSU),ถังน้ำดื่ม,NO.1 ถังน้ำดื่ม ,+,ถูกต้อง
B06615_tank1_60.jpg,520003758946,ตลาดเขต (RSU),ถังน้ำดื่ม,NO.1 ถังน้ำดื่ม ,+,ถูกต้อง
B06615_tank1_61.jpg,520003758946,ตลาดเขต (RSU),ถังน้ำดื่ม,NO.1 ถังน้ำดื่ม ,+,ถูกต้อง
