name,id,branch,tank,tank_name,Camera Position,predict
B17329_tank1_2.jpg,520003295388,บ้านชอนไพร (RC),ถังน้ำดื่ม,NO.1 ถังน้ำดื่ม ,+,ถูกต้อง
B17329_tank2_4.jpg,520003295388,บ้านชอนไพร (RC),ถังน้ำใช้,NO.1 ถังน้ำใช้ ,+,ถูกต้อง
B17329_tank2_8.jpg,520003295388,บ้านชอนไพร (RC),ถังน้ำใช้,NO.2 ถังน้ำใช้ ,+,ถูกต้อง
B17329_tank2_10.jpg,520003295388,บ้านชอนไพร (RC),ถังน้ำใช้,NO.3 ถังน้ำใช้ ,+,ถูกต้อง
B18655_tank1_14.jpg,520003308399,บ่อไทย หนองไผ่ (RC),ถังน้ำดื่ม,NO.1 ถังน้ำดื่ม ,+,ถูกต้อง
B18655_tank2_16.jpg,520003308399,บ่อไทย หนองไผ่ (RC),ถังน้ำใช้,NO.1 ถังน้ำใช้ ,+,ไม่ถูกต้อง
B18655_tank2_20.jpg,520003308399,บ่อไทย หนองไผ่ (RC),ถังน้ำใช้,NO.2 ถังน้ำใช้ ,+,ถูกต้อง
B18655_tank2_22.jpg,520003308399,บ่อไทย หนองไผ่ (RC),ถังน้ำใช้,NO.3 ถังน้ำใช้ ,+,ถูกต้อง
B00489_tank1_24.jpg,520003758710,หัวหิน 1 (RSU),ถังน้ำดื่ม,NO.1 ถังน้ำดื่ม ,+,ถูกต้อง
B00489_tank1_25.jpg,520003758710,หัวหิน 1 (RSU),ถังน้ำดื่ม,NO.1 ถังน้ำดื่ม ,+,ไม่ถูกต้อง
B00489_tank1_26.jpg,520003758710,หัวหิน 1 (RSU),ถังน้ำดื่ม,NO.1 ถังน้ำดื่ม ,+,ไม่ถูกต้อง
B00489_tank1_27.jpg,520003758710,หัวหิน 1 (RSU),ถังน้ำดื่ม,NO.1 ถังน้ำดื่ม ,+,ถูกต้อง
B00489_tank2_30.jpg,520003758710,หัวหิน 1 (RSU),ถังน้ำใช้,NO.1 ถังน้ำใช้ ,+,ถูกต้อง
B00489_tank2_31.jpg,520003758710,หัวหิน 1 (RSU),ถังน้ำใช้,NO.1 ถังน้ำใช้ ,+,ถูกต้อง
B00489_tank2_32.jpg,520003758710,หัวหิน 1 (RSU),ถังน้ำใช้,NO.1 ถังน้ำใช้ ,+,ถูกต้อง
