name,id,branch,tank,tank_name,Camera Position,predict
B15656_tank1_0.jpg,520003287194,อำเภอชนแดน (RC),ถังน้ำดื่ม,NO.1 ถังน้ำดื่ม ,+,ถูกต้อง
B15656_tank2_0.jpg,520003287194,อำเภอชนแดน (RC),ถังน้ำใช้,NO.1 ถังน้ำใช้ ,+,ถูกต้อง
B15656_tank2_0.jpg,520003287194,อำเภอชนแดน (RC),ถังน้ำใช้,NO.2 ถังน้ำใช้ ,+,ถูกต้อง
B16936_tank1_0.jpg,520003293527,ตำบลท้ายดง (RC),ถังน้ำดื่ม,NO.1 ถังน้ำดื่ม ,-,มุมกล้องไม่ถูกต้อง
B16936_tank2_0.jpg,520003293527,ตำบลท้ายดง (RC),ถังน้ำใช้,NO.1 ถังน้ำใช้ ,-,มุมกล้องไม่ถูกต้อง
B16936_tank2_0.jpg,520003293527,ตำบลท้ายดง (RC),ถังน้ำใช้,NO.2 ถังน้ำใช้ ,-,มุมกล้องไม่ถูกต้อง
B17292_tank1_0.jpg,520003295361,บ้านเกาะรัง(ชัยบาดาล) (RC),ถังน้ำดื่ม,NO.1 ถังน้ำดื่ม ,-,มุมกล้องไม่ถูกต้อง
B17292_tank2_0.jpg,520003295361,บ้านเกาะรัง(ชัยบาดาล) (RC),ถังน้ำใช้,NO.1 ถังน้ำใช้ ,-,มุมกล้องไม่ถูกต้อง
B17292_tank1_0.jpg,520003295361,บ้านเกาะรัง(ชัยบาดาล) (RC),ถังน้ำดื่ม,NO.2 ถังน้ำดื่ม ,-,มุมกล้องไม่ถูกต้อง
B17292_tank2_0.jpg,520003295361,บ้านเกาะรัง(ชัยบาดาล) (RC),ถังน้ำใช้,NO.2 ถังน้ำใช้ ,-,มุมกล้องไม่ถูกต้อง
B17292_tank2_0.jpg,520003295361,บ้านเกาะรัง(ชัยบาดาล) (RC),ถังน้ำใช้,NO.3 ถังน้ำใช้ ,-,มุมกล้องไม่ถูกต้อง
B01718_tank1_0.jpg,520003758754,ไทรโยคน้อย (RSU),ถังน้ำดื่ม,NO.1 ถังน้ำดื่ม ,-,มุมกล้องไม่ถูกต้อง
B01718_tank1_1.jpg,520003758754,ไทรโยคน้อย (RSU),ถังน้ำดื่ม,NO.1 ถังน้ำดื่ม ,-,มุมกล้องไม่ถูกต้อง
B01718_tank1_2.jpg,520003758754,ไทรโยคน้อย (RSU),ถังน้ำดื่ม,NO.1 ถังน้ำดื่ม ,+,ถูกต้อง
B01718_tank1_3.jpg,520003758754,ไทรโยคน้อย (RSU),ถังน้ำดื่ม,NO.1 ถังน้ำดื่ม ,-,มุมกล้องไม่ถูกต้อง
B01718_tank1_4.jpg,520003758754,ไทรโยคน้อย (RSU),ถังน้ำดื่ม,NO.1 ถังน้ำดื่ม ,-,มุมกล้องไม่ถูกต้อง
B01718_tank2_0.jpg,520003758754,ไทรโยคน้อย (RSU),ถังน้ำใช้,NO.1 ถังน้ำใช้ ,-,มุมกล้องไม่ถูกต้อง
B01718_tank2_1.jpg,520003758754,ไทรโยคน้อย (RSU),ถังน้ำใช้,NO.1 ถังน้ำใช้ ,-,มุมกล้องไม่ถูกต้อง
B01718_tank2_2.jpg,520003758754,ไทรโยคน้อย (RSU),ถังน้ำใช้,NO.1 ถังน้ำใช้ ,-,มุมกล้องไม่ถูกต้อง
B01718_tank2_3.jpg,520003758754,ไทรโยคน้อย (RSU),ถังน้ำใช้,NO.1 ถังน้ำใช้ ,-,มุมกล้องไม่ถูกต้อง
B01718_tank2_4.jpg,520003758754,ไทรโยคน้อย (RSU),ถังน้ำใช้,NO.1 ถังน้ำใช้ ,-,มุมกล้องไม่ถูกต้อง
B04734_tank1_0.jpg,520003758890,ตลาดนัดบ่อนไก่ (RSU),ถังน้ำดื่ม,NO.1 ถังน้ำดื่ม ,-,มุมกล้องไม่ถูกต้อง
B04734_tank1_1.jpg,520003758890,ตลาดนัดบ่อนไก่ (RSU),ถังน้ำดื่ม,NO.1 ถังน้ำดื่ม ,-,มุมกล้องไม่ถูกต้อง
